codigo_iso3,codigo_m49,pais,area_codigo,idh,anio_idh,gini,anio_gini,esperanza_vida,anio_esperanza_vida,fuente_idh,fuente_gini,fuente_esperanza_vida,estado_revision,observaciones
TKM,795,Turkmenistan,RUE,0.764,2023.0,,,70.073,2023.0,PNUD — Human Development Report 2025,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,REVISAR,Sin Gini 2015-2024 usable en WDI/PIP.
TCA,796,Turks and Caicos Islands,NAC,,,,,78.008,2023.0,PNUD — Human Development Report 2025,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,REVISAR,Entidad SEGUN_FUENTE; sin imputacion si la fuente no publica valor separado. Sin IDH 2023 publicado en PNUD HDR 2025 para esta entidad. Sin Gini 2015-2024 usable en WDI/PIP.
TUV,798,Tuvalu,APC,0.689,2023.0,,,67.105,2023.0,PNUD — Human Development Report 2025,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,REVISAR,Sin Gini 2015-2024 usable en WDI/PIP.
UGA,800,Uganda,AFR,0.582,2023.0,42.7,2019.0,68.252,2023.0,PNUD — Human Development Report 2025,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,OK,
UKR,804,Ukraine,EUR,0.779,2023.0,25.6,2020.0,73.422,2023.0,PNUD — Human Development Report 2025,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,OK,
MKD,807,North Macedonia,EUR,0.815,2023.0,33.5,2019.0,75.3160975609756,2023.0,PNUD — Human Development Report 2025,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,OK,
EGY,818,Egypt,AFR,0.754,2023.0,28.5,2021.0,71.633,2023.0,PNUD — Human Development Report 2025,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,OK,
GBR,826,Reino Unido,EUR,0.946,2023.0,32.4,2021.0,81.2380975609756,2023.0,PNUD — Human Development Report 2025,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,OK,
GGY,831,Guernsey,EUR,,,,,,,PNUD — Human Development Report 2025,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,REVISAR,Entidad SEGUN_FUENTE; sin imputacion si la fuente no publica valor separado. Sin IDH 2023 publicado en PNUD HDR 2025 para esta entidad. Sin Gini 2015-2024 usable en WDI/PIP. Sin esperanza de vida 2023/2022 usable en WDI.
JEY,832,Jersey,EUR,,,,,,,PNUD — Human Development Report 2025,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,REVISAR,Entidad SEGUN_FUENTE; sin imputacion si la fuente no publica valor separado. Sin IDH 2023 publicado en PNUD HDR 2025 para esta entidad. Sin Gini 2015-2024 usable en WDI/PIP. Sin esperanza de vida 2023/2022 usable en WDI.
IMN,833,Isle of Man,EUR,,,,,80.999,2023.0,PNUD — Human Development Report 2025,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,REVISAR,Entidad SEGUN_FUENTE; sin imputacion si la fuente no publica valor separado. Sin IDH 2023 publicado en PNUD HDR 2025 para esta entidad. Sin Gini 2015-2024 usable en WDI/PIP.
TZA,834,Tanzania,AFR,0.555,2023.0,40.5,2018.0,66.995,2023.0,PNUD — Human Development Report 2025,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,OK,Gini seleccionado en 2015-2018 (antiguo).
USA,840,Estados Unidos,NAC,0.938,2023.0,41.8,2024.0,78.3853658536585,2023.0,PNUD — Human Development Report 2025,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,OK,
VIR,850,"Virgin Islands, U.S.",NAC,,,,,80.519512195122,2023.0,PNUD — Human Development Report 2025,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,REVISAR,Entidad SEGUN_FUENTE; sin imputacion si la fuente no publica valor separado. Sin IDH 2023 publicado en PNUD HDR 2025 para esta entidad. Sin Gini 2015-2024 usable en WDI/PIP.
BFA,854,Burkina Faso,AFR,0.459,2023.0,37.4,2021.0,61.092,2023.0,PNUD — Human Development Report 2025,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,OK,
URY,858,Uruguay,SAM,0.862,2023.0,40.0,2024.0,78.138,2023.0,PNUD — Human Development Report 2025,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,OK,
UZB,860,Uzbekistan,RUE,0.74,2023.0,34.6,2024.0,72.388,2023.0,PNUD — Human Development Report 2025,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,OK,
VEN,862,Venezuela,SAM,0.709,2023.0,,,72.514,2023.0,PNUD — Human Development Report 2025,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,REVISAR,Sin Gini 2015-2024 usable en WDI/PIP.
WLF,876,Wallis and Futuna,APC,,,,,,,PNUD — Human Development Report 2025,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,REVISAR,Entidad SEGUN_FUENTE; sin imputacion si la fuente no publica valor separado. Sin IDH 2023 publicado en PNUD HDR 2025 para esta entidad. Sin Gini 2015-2024 usable en WDI/PIP. Sin esperanza de vida 2023/2022 usable en WDI.
WSM,882,Samoa,APC,0.708,2023.0,,,71.698,2023.0,PNUD — Human Development Report 2025,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,REVISAR,Sin Gini 2015-2024 usable en WDI/PIP.
YEM,887,Yemen,MDE,0.47,2023.0,,,69.295,2023.0,PNUD — Human Development Report 2025,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,REVISAR,Sin Gini 2015-2024 usable en WDI/PIP.
ZMB,894,Zambia,AFR,0.595,2023.0,51.5,2022.0,66.349,2023.0,PNUD — Human Development Report 2025,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,OK,
XKX,,Kosovo,EUR,,,38.3,2022.0,78.033,2023.0,PNUD — Human Development Report 2025,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,REVISAR,Entidad SEGUN_FUENTE; sin imputacion si la fuente no publica valor separado. Sin IDH 2023 publicado en PNUD HDR 2025 para esta entidad. XKX revisado expresamente; mantener separado de SRB sin duplicidad.
