codigo_iso3,codigo_m49,pais,area_codigo,anio,tec_net_pct,poblacion_2025,usuarios_estimados_2025,fuente_codigo,fuente,estado_revision,observaciones
LBR,430,Liberia,AFR,2024.0,32.23360062,5731206.0,1847374.052749477,ITU_WB_NET,"UIT, World Telecommunication/ICT Indicators Database, distribuido por Banco Mundial",OK,Ultimo dato oficial disponible; se conserva el ano real.
LBY,434,Libya,AFR,2024.0,81.95449829,7458554.0,6112620.510388727,ITU_WB_NET,"UIT, World Telecommunication/ICT Indicators Database, distribuido por Banco Mundial",OK,Ultimo dato oficial disponible; se conserva el ano real.
LIE,438,Liechtenstein,EUR,2024.0,98.2641983,40154.0,39457.006185382,ITU_WB_NET,"UIT, World Telecommunication/ICT Indicators Database, distribuido por Banco Mundial",OK,Ultimo dato oficial disponible; se conserva el ano real.
LTU,440,Lithuania,EUR,2024.0,89.16116293,2830150.0,2523394.6526633953,ITU_WB_NET,"UIT, World Telecommunication/ICT Indicators Database, distribuido por Banco Mundial",OK,Ultimo dato oficial disponible; se conserva el ano real.
LUX,442,Luxembourg,EUR,2025.0,99.12902211,680454.0,674527.3961083794,ITU_WB_NET,"UIT, World Telecommunication/ICT Indicators Database, distribuido por Banco Mundial",OK,Ultimo dato oficial disponible; se conserva el ano real.
MAC,446,Macao,CHN,2024.0,89.82640076,722018.0,648562.7822393369,ITU_WB_NET,"UIT, World Telecommunication/ICT Indicators Database, distribuido por Banco Mundial",OK,Ultimo dato oficial disponible; se conserva el ano real. Entidad SEGUN_FUENTE; tratamiento territorial conservado.
MDG,450,Madagascar,AFR,2024.0,18.67790031,32740682.0,6115271.944774114,ITU_WB_NET,"UIT, World Telecommunication/ICT Indicators Database, distribuido por Banco Mundial",OK,Ultimo dato oficial disponible; se conserva el ano real.
MWI,454,Malawi,AFR,2024.0,18.96159935,22216118.0,4212531.286283233,ITU_WB_NET,"UIT, World Telecommunication/ICT Indicators Database, distribuido por Banco Mundial",OK,Ultimo dato oficial disponible; se conserva el ano real.
MYS,458,Malaysia,APC,2024.0,98.0206059,35977834.0,35265690.87649621,ITU_WB_NET,"UIT, World Telecommunication/ICT Indicators Database, distribuido por Banco Mundial",OK,Ultimo dato oficial disponible; se conserva el ano real.
MDV,462,Maldives,SAI,2024.0,85.23999786,529680.0,451499.220664848,ITU_WB_NET,"UIT, World Telecommunication/ICT Indicators Database, distribuido por Banco Mundial",OK,Ultimo dato oficial disponible; se conserva el ano real.
MLI,466,Mali,AFR,2024.0,36.80149841,25198819.0,9273542.973623777,ITU_WB_NET,"UIT, World Telecommunication/ICT Indicators Database, distribuido por Banco Mundial",OK,Ultimo dato oficial disponible; se conserva el ano real.
MLT,470,Malta,EUR,2024.0,93.86029816,545406.0,511919.6977825296,ITU_WB_NET,"UIT, World Telecommunication/ICT Indicators Database, distribuido por Banco Mundial",OK,Ultimo dato oficial disponible; se conserva el ano real.
MTQ,474,Martinique,NAC,,,340451.0,,,,AUSENTE_DOCUMENTADO,Sin dato UIT/Banco Mundial; no imputar ni convertir en cero. Entidad SEGUN_FUENTE; tratamiento territorial conservado.
MRT,478,Mauritania,AFR,2024.0,45.77939987,5315072.0,2433208.0642584064,ITU_WB_NET,"UIT, World Telecommunication/ICT Indicators Database, distribuido por Banco Mundial",OK,Ultimo dato oficial disponible; se conserva el ano real.
MUS,480,Mauritius,AFR,2024.0,73.30793533,1268285.0,929753.5476000906,ITU_WB_NET,"UIT, World Telecommunication/ICT Indicators Database, distribuido por Banco Mundial",OK,Ultimo dato oficial disponible; se conserva el ano real.
MEX,484,Mexico,NAC,2024.0,83.12233799,131946897.0,109677345.69165719,ITU_WB_NET,"UIT, World Telecommunication/ICT Indicators Database, distribuido por Banco Mundial",OK,Ultimo dato oficial disponible; se conserva el ano real.
MCO,492,Monaco,EUR,2024.0,99.04489899,38367.0,38000.5563954933,ITU_WB_NET,"UIT, World Telecommunication/ICT Indicators Database, distribuido por Banco Mundial",OK,Ultimo dato oficial disponible; se conserva el ano real.
MNG,496,Mongolia,APC,2024.0,85.12349701,3517097.0,2993875.9596337997,ITU_WB_NET,"UIT, World Telecommunication/ICT Indicators Database, distribuido por Banco Mundial",OK,Ultimo dato oficial disponible; se conserva el ano real.
MDA,498,Moldavia,EUR,2024.0,77.3687973,2996104.0,2318049.630657192,ITU_WB_NET,"UIT, World Telecommunication/ICT Indicators Database, distribuido por Banco Mundial",OK,Ultimo dato oficial disponible; se conserva el ano real.
MNE,499,Montenegro,EUR,2024.0,88.88258428,632730.0,562386.775514844,ITU_WB_NET,"UIT, World Telecommunication/ICT Indicators Database, distribuido por Banco Mundial",OK,Ultimo dato oficial disponible; se conserva el ano real.
MSR,500,Montserrat,NAC,,,4383.0,,,,AUSENTE_DOCUMENTADO,Sin dato UIT/Banco Mundial; no imputar ni convertir en cero. Entidad SEGUN_FUENTE; tratamiento territorial conservado.
MAR,504,Morocco,AFR,2024.0,91.2,38430774.0,35048865.888000004,ITU_WB_NET,"UIT, World Telecommunication/ICT Indicators Database, distribuido por Banco Mundial",OK,Ultimo dato oficial disponible; se conserva el ano real.
MOZ,508,Mozambique,AFR,2024.0,20.52729988,35631657.0,7314217.084603012,ITU_WB_NET,"UIT, World Telecommunication/ICT Indicators Database, distribuido por Banco Mundial",OK,Ultimo dato oficial disponible; se conserva el ano real.
OMN,512,Oman,MDE,2024.0,95.25174678,5494696.0,5233793.920250789,ITU_WB_NET,"UIT, World Telecommunication/ICT Indicators Database, distribuido por Banco Mundial",OK,Ultimo dato oficial disponible; se conserva el ano real.
NAM,516,Namibia,AFR,2024.0,64.87460327,3092821.0,2006455.3536012464,ITU_WB_NET,"UIT, World Telecommunication/ICT Indicators Database, distribuido por Banco Mundial",OK,Ultimo dato oficial disponible; se conserva el ano real.
NRU,520,Nauru,APC,2024.0,83.01170349,12052.0,10004.5705046148,ITU_WB_NET,"UIT, World Telecommunication/ICT Indicators Database, distribuido por Banco Mundial",OK,Ultimo dato oficial disponible; se conserva el ano real.
NPL,524,Nepal,SAI,2024.0,46.32189941,29618120.0,13719675.753533091,ITU_WB_NET,"UIT, World Telecommunication/ICT Indicators Database, distribuido por Banco Mundial",OK,Ultimo dato oficial disponible; se conserva el ano real.
NLD,528,Netherlands,EUR,2024.0,97.00679779,18346823.0,17797665.48849921,ITU_WB_NET,"UIT, World Telecommunication/ICT Indicators Database, distribuido por Banco Mundial",OK,Ultimo dato oficial disponible; se conserva el ano real.
CUW,531,Curaçao,NAC,2017.0,68.1272162511339,185495.0,126372.57978504084,ITU_WB_NET,"UIT, World Telecommunication/ICT Indicators Database, distribuido por Banco Mundial",OK,Ultimo dato oficial disponible; se conserva el ano real. Entidad SEGUN_FUENTE; tratamiento territorial conservado.
ABW,533,Aruba,NAC,2017.0,97.17,108157.0,105096.1569,ITU_WB_NET,"UIT, World Telecommunication/ICT Indicators Database, distribuido por Banco Mundial",OK,Ultimo dato oficial disponible; se conserva el ano real. Entidad SEGUN_FUENTE; tratamiento territorial conservado.
SXM,534,Sint Maarten (Dutch part),NAC,,,43946.0,,,,AUSENTE_DOCUMENTADO,Sin dato UIT/Banco Mundial; no imputar ni convertir en cero. Entidad SEGUN_FUENTE; tratamiento territorial conservado.
BES,535,"Bonaire, Sint Eustatius and Saba",NAC,,,31364.0,,,,AUSENTE_DOCUMENTADO,Sin dato UIT/Banco Mundial; no imputar ni convertir en cero. Entidad SEGUN_FUENTE; tratamiento territorial conservado.
NCL,540,New Caledonia,APC,2017.0,82.0058408035186,295334.0,242191.1298786636,ITU_WB_NET,"UIT, World Telecommunication/ICT Indicators Database, distribuido por Banco Mundial",OK,Ultimo dato oficial disponible; se conserva el ano real. Entidad SEGUN_FUENTE; tratamiento territorial conservado.
VUT,548,Vanuatu,APC,2015.0,22.35140038,335180.0,74917.423793684,ITU_WB_NET,"UIT, World Telecommunication/ICT Indicators Database, distribuido por Banco Mundial",OK,Ultimo dato oficial disponible; se conserva el ano real.
NZL,554,New Zealand,APC,2024.0,93.51930237,5251897.0,4911537.435590959,ITU_WB_NET,"UIT, World Telecommunication/ICT Indicators Database, distribuido por Banco Mundial",OK,Ultimo dato oficial disponible; se conserva el ano real.
NIC,558,Nicaragua,NAC,2024.0,61.39550018,7007507.0,4302293.972798512,ITU_WB_NET,"UIT, World Telecommunication/ICT Indicators Database, distribuido por Banco Mundial",OK,Ultimo dato oficial disponible; se conserva el ano real.
NER,562,Niger,AFR,2024.0,15.55760002,27917831.0,4343344.481239567,ITU_WB_NET,"UIT, World Telecommunication/ICT Indicators Database, distribuido por Banco Mundial",OK,Ultimo dato oficial disponible; se conserva el ano real.
NGA,566,Nigeria,AFR,2024.0,41.21139908,237527788.0,97888524.63857636,ITU_WB_NET,"UIT, World Telecommunication/ICT Indicators Database, distribuido por Banco Mundial",OK,Ultimo dato oficial disponible; se conserva el ano real.
NIU,570,Niue,APC,,,1842.0,,,,AUSENTE_DOCUMENTADO,Sin dato UIT/Banco Mundial; no imputar ni convertir en cero. Entidad SEGUN_FUENTE; tratamiento territorial conservado.
NFK,574,Norfolk Island,APC,,,,,,,AUSENTE_DOCUMENTADO,Sin dato UIT/Banco Mundial; no imputar ni convertir en cero. Entidad SEGUN_FUENTE; tratamiento territorial conservado.
NOR,578,Norway,EUR,2024.0,99.0,5623074.0,5566843.26,ITU_WB_NET,"UIT, World Telecommunication/ICT Indicators Database, distribuido por Banco Mundial",OK,Ultimo dato oficial disponible; se conserva el ano real.
MNP,580,Northern Mariana Islands,APC,1990.0,0.0,43564.0,0.0,ITU_WB_NET,"UIT, World Telecommunication/ICT Indicators Database, distribuido por Banco Mundial",OK,Cero publicado por la fuente; no es una ausencia. Entidad SEGUN_FUENTE; tratamiento territorial conservado.
FSM,583,"Micronesia, Federated States of",APC,2024.0,39.52360153,113698.0,44937.5444675794,ITU_WB_NET,"UIT, World Telecommunication/ICT Indicators Database, distribuido por Banco Mundial",OK,Ultimo dato oficial disponible; se conserva el ano real.
MHL,584,Marshall Islands,APC,2024.0,65.915802,36305.0,23930.7319161,ITU_WB_NET,"UIT, World Telecommunication/ICT Indicators Database, distribuido por Banco Mundial",OK,Ultimo dato oficial disponible; se conserva el ano real.
PLW,585,Palau,APC,2024.0,83.92549896,17687.0,14843.903001055201,ITU_WB_NET,"UIT, World Telecommunication/ICT Indicators Database, distribuido por Banco Mundial",OK,Ultimo dato oficial disponible; se conserva el ano real.
PAK,586,Pakistan,SAI,2024.0,57.253,255219560.0,146120854.6868,ITU_WB_NET,"UIT, World Telecommunication/ICT Indicators Database, distribuido por Banco Mundial",OK,Ultimo dato oficial disponible; se conserva el ano real.
PAN,591,Panama,NAC,2024.0,72.77149963,4571194.0,3326526.4247965817,ITU_WB_NET,"UIT, World Telecommunication/ICT Indicators Database, distribuido por Banco Mundial",OK,Ultimo dato oficial disponible; se conserva el ano real.
PNG,598,Papua New Guinea,APC,2024.0,18.81159973,10762821.0,2024658.8061763835,ITU_WB_NET,"UIT, World Telecommunication/ICT Indicators Database, distribuido por Banco Mundial",OK,Ultimo dato oficial disponible; se conserva el ano real.
PRY,600,Paraguay,SAM,2024.0,81.57806793,7013079.0,5721134.350604565,ITU_WB_NET,"UIT, World Telecommunication/ICT Indicators Database, distribuido por Banco Mundial",OK,Ultimo dato oficial disponible; se conserva el ano real.
PER,604,Peru,SAM,2024.0,81.95705992,34576673.0,28338024.608952466,ITU_WB_NET,"UIT, World Telecommunication/ICT Indicators Database, distribuido por Banco Mundial",OK,Ultimo dato oficial disponible; se conserva el ano real.
PHL,608,Philippines,APC,2024.0,67.26300914,116786960.0,78554423.57912815,ITU_WB_NET,"UIT, World Telecommunication/ICT Indicators Database, distribuido por Banco Mundial",OK,Ultimo dato oficial disponible; se conserva el ano real.
PCN,612,Pitcairn,APC,,,,,,,AUSENTE_DOCUMENTADO,Sin dato UIT/Banco Mundial; no imputar ni convertir en cero. Entidad SEGUN_FUENTE; tratamiento territorial conservado.
POL,616,Poland,EUR,2024.0,88.58496367,38140913.0,33787113.924456306,ITU_WB_NET,"UIT, World Telecommunication/ICT Indicators Database, distribuido por Banco Mundial",OK,Ultimo dato oficial disponible; se conserva el ano real.
PRT,620,Portugal,EUR,2024.0,88.48704454,10411831.0,9213121.534399528,ITU_WB_NET,"UIT, World Telecommunication/ICT Indicators Database, distribuido por Banco Mundial",OK,Ultimo dato oficial disponible; se conserva el ano real.
GNB,624,Guinea-Bissau,AFR,2024.0,29.77739906,2249521.0,669848.8451085025,ITU_WB_NET,"UIT, World Telecommunication/ICT Indicators Database, distribuido por Banco Mundial",OK,Ultimo dato oficial disponible; se conserva el ano real.
TLS,626,Timor Oriental,APC,2021.0,35.04199982,1418520.0,497077.77584666404,ITU_WB_NET,"UIT, World Telecommunication/ICT Indicators Database, distribuido por Banco Mundial",OK,Ultimo dato oficial disponible; se conserva el ano real.
PRI,630,Puerto Rico,NAC,2022.0,87.29178106,3235290.0,2824142.263456074,ITU_WB_NET,"UIT, World Telecommunication/ICT Indicators Database, distribuido por Banco Mundial",OK,Ultimo dato oficial disponible; se conserva el ano real. Entidad SEGUN_FUENTE; tratamiento territorial conservado.
QAT,634,Qatar,MDE,2024.0,98.08540344,3115891.0,3056234.2581006503,ITU_WB_NET,"UIT, World Telecommunication/ICT Indicators Database, distribuido por Banco Mundial",OK,Ultimo dato oficial disponible; se conserva el ano real.
REU,638,Réunion,AFR,,,882411.0,,,,AUSENTE_DOCUMENTADO,Sin dato UIT/Banco Mundial; no imputar ni convertir en cero. Entidad SEGUN_FUENTE; tratamiento territorial conservado.
ROU,642,Romania,EUR,2024.0,91.29048551,18908655.0,17261802.95291089,ITU_WB_NET,"UIT, World Telecommunication/ICT Indicators Database, distribuido por Banco Mundial",OK,Ultimo dato oficial disponible; se conserva el ano real.
RUS,643,Rusia,RUE,2024.0,94.36495368,143997393.0,135883073.20485756,ITU_WB_NET,"UIT, World Telecommunication/ICT Indicators Database, distribuido por Banco Mundial",OK,Ultimo dato oficial disponible; se conserva el ano real.
RWA,646,Rwanda,AFR,2024.0,31.70330048,14569349.0,4618964.491449875,ITU_WB_NET,"UIT, World Telecommunication/ICT Indicators Database, distribuido por Banco Mundial",OK,Ultimo dato oficial disponible; se conserva el ano real.
BLM,652,Saint Barthélemy,NAC,,,11442.0,,,,AUSENTE_DOCUMENTADO,Sin dato UIT/Banco Mundial; no imputar ni convertir en cero. Entidad SEGUN_FUENTE; tratamiento territorial conservado.
SHN,654,"Saint Helena, Ascension and Tristan da Cunha",AFR,,,5220.0,,,,AUSENTE_DOCUMENTADO,Sin dato UIT/Banco Mundial; no imputar ni convertir en cero. Entidad SEGUN_FUENTE; tratamiento territorial conservado.
KNA,659,Saint Kitts and Nevis,NAC,2024.0,76.88400269,46945.0,36093.1950628205,ITU_WB_NET,"UIT, World Telecommunication/ICT Indicators Database, distribuido por Banco Mundial",OK,Ultimo dato oficial disponible; se conserva el ano real.
AIA,660,Anguilla,NAC,,,14750.0,,,,AUSENTE_DOCUMENTADO,Sin dato UIT/Banco Mundial; no imputar ni convertir en cero. Entidad SEGUN_FUENTE; tratamiento territorial conservado.
LCA,662,Saint Lucia,NAC,2024.0,68.20500183,180157.0,122876.08514687311,ITU_WB_NET,"UIT, World Telecommunication/ICT Indicators Database, distribuido por Banco Mundial",OK,Ultimo dato oficial disponible; se conserva el ano real.
MAF,663,Saint Martin (French part),NAC,,,24964.0,,,,AUSENTE_DOCUMENTADO,Sin dato UIT/Banco Mundial; no imputar ni convertir en cero. Entidad SEGUN_FUENTE; tratamiento territorial conservado.
SPM,666,Saint Pierre and Miquelon,NAC,,,5594.0,,,,AUSENTE_DOCUMENTADO,Sin dato UIT/Banco Mundial; no imputar ni convertir en cero. Entidad SEGUN_FUENTE; tratamiento territorial conservado.
VCT,670,Saint Vincent and the Grenadines,NAC,2024.0,76.19010162,99934.0,76139.81615293078,ITU_WB_NET,"UIT, World Telecommunication/ICT Indicators Database, distribuido por Banco Mundial",OK,Ultimo dato oficial disponible; se conserva el ano real.
SMR,674,San Marino,EUR,2024.0,97.35220337,33599.0,32709.3668102863,ITU_WB_NET,"UIT, World Telecommunication/ICT Indicators Database, distribuido por Banco Mundial",OK,Ultimo dato oficial disponible; se conserva el ano real.
STP,678,Sao Tome and Principe,AFR,2024.0,59.11759949,240263.0,142037.7180626587,ITU_WB_NET,"UIT, World Telecommunication/ICT Indicators Database, distribuido por Banco Mundial",OK,Ultimo dato oficial disponible; se conserva el ano real.
SAU,682,Saudi Arabia,MDE,2024.0,100.0,34566327.0,34566327.0,ITU_WB_NET,"UIT, World Telecommunication/ICT Indicators Database, distribuido por Banco Mundial",OK,Ultimo dato oficial disponible; se conserva el ano real.
SEN,686,Senegal,AFR,2024.0,60.11780167,18931969.0,11381483.575645883,ITU_WB_NET,"UIT, World Telecommunication/ICT Indicators Database, distribuido por Banco Mundial",OK,Ultimo dato oficial disponible; se conserva el ano real.
SRB,688,Serbia,EUR,2024.0,87.69071294,6689038.0,5865665.111027517,ITU_WB_NET,"UIT, World Telecommunication/ICT Indicators Database, distribuido por Banco Mundial",OK,Ultimo dato oficial disponible; se conserva el ano real.
SYC,690,Seychelles,AFR,2024.0,87.81800079,132796.0,116618.79232908839,ITU_WB_NET,"UIT, World Telecommunication/ICT Indicators Database, distribuido por Banco Mundial",OK,Ultimo dato oficial disponible; se conserva el ano real.
SLE,694,Sierra Leone,AFR,2024.0,25.10499954,8819796.0,2214209.7452289383,ITU_WB_NET,"UIT, World Telecommunication/ICT Indicators Database, distribuido por Banco Mundial",OK,Ultimo dato oficial disponible; se conserva el ano real.
SGP,702,Singapore,APC,2024.0,94.37757178,5870749.0,5540670.351498633,ITU_WB_NET,"UIT, World Telecommunication/ICT Indicators Database, distribuido por Banco Mundial",OK,Ultimo dato oficial disponible; se conserva el ano real.
SVK,703,Slovakia,EUR,2024.0,89.82507032,5474874.0,4917809.420431396,ITU_WB_NET,"UIT, World Telecommunication/ICT Indicators Database, distribuido por Banco Mundial",OK,Ultimo dato oficial disponible; se conserva el ano real.
VNM,704,Vietnam,APC,2024.0,84.15,101598530.0,85495162.995,ITU_WB_NET,"UIT, World Telecommunication/ICT Indicators Database, distribuido por Banco Mundial",OK,Ultimo dato oficial disponible; se conserva el ano real.
SVN,705,Slovenia,EUR,2024.0,90.76355487,2117070.0,1921527.9910863088,ITU_WB_NET,"UIT, World Telecommunication/ICT Indicators Database, distribuido por Banco Mundial",OK,Ultimo dato oficial disponible; se conserva el ano real.
SOM,706,Somalia,AFR,2024.0,27.94020081,19654743.0,5491574.662889418,ITU_WB_NET,"UIT, World Telecommunication/ICT Indicators Database, distribuido por Banco Mundial",OK,Ultimo dato oficial disponible; se conserva el ano real.
ZAF,710,South Africa,AFR,2024.0,78.35759735,64747319.0,50734443.51694005,ITU_WB_NET,"UIT, World Telecommunication/ICT Indicators Database, distribuido por Banco Mundial",OK,Ultimo dato oficial disponible; se conserva el ano real.
ZWE,716,Zimbabwe,AFR,2024.0,41.64279938,16950798.0,7058786.804449053,ITU_WB_NET,"UIT, World Telecommunication/ICT Indicators Database, distribuido por Banco Mundial",OK,Ultimo dato oficial disponible; se conserva el ano real.
ESP,724,Spain,EUR,2024.0,95.7574516,47889960.0,45858205.268259354,ITU_WB_NET,"UIT, World Telecommunication/ICT Indicators Database, distribuido por Banco Mundial",OK,Ultimo dato oficial disponible; se conserva el ano real.
SSD,728,South Sudan,AFR,2019.0,6.671000004,12188798.0,813114.7150675519,ITU_WB_NET,"UIT, World Telecommunication/ICT Indicators Database, distribuido por Banco Mundial",OK,Ultimo dato oficial disponible; se conserva el ano real.
SDN,729,Sudan,AFR,2017.0,18.60000038,51662149.0,9609159.910316167,ITU_WB_NET,"UIT, World Telecommunication/ICT Indicators Database, distribuido por Banco Mundial",OK,Ultimo dato oficial disponible; se conserva el ano real.
ESH,732,Western Sahara,AFR,,,600913.0,,,,AUSENTE_DOCUMENTADO,Sin dato UIT/Banco Mundial; no imputar ni convertir en cero. Entidad SEGUN_FUENTE; tratamiento territorial conservado.
SUR,740,Suriname,SAM,2023.0,87.4,639860.0,559237.64,ITU_WB_NET,"UIT, World Telecommunication/ICT Indicators Database, distribuido por Banco Mundial",OK,Ultimo dato oficial disponible; se conserva el ano real.
SJM,744,Svalbard and Jan Mayen,EUR,,,,,,,AUSENTE_DOCUMENTADO,Sin dato UIT/Banco Mundial; no imputar ni convertir en cero. Entidad SEGUN_FUENTE; tratamiento territorial conservado.
SWZ,748,Esuatini,AFR,2024.0,63.40309906,1256178.0,796455.7817099269,ITU_WB_NET,"UIT, World Telecommunication/ICT Indicators Database, distribuido por Banco Mundial",OK,Ultimo dato oficial disponible; se conserva el ano real.
SWE,752,Sweden,EUR,2025.0,95.76629783,10656636.0,10205465.770419,ITU_WB_NET,"UIT, World Telecommunication/ICT Indicators Database, distribuido por Banco Mundial",OK,Ultimo dato oficial disponible; se conserva el ano real.
CHE,756,Switzerland,EUR,2025.0,97.32103855,8967413.0,8727179.462667711,ITU_WB_NET,"UIT, World Telecommunication/ICT Indicators Database, distribuido por Banco Mundial",OK,Ultimo dato oficial disponible; se conserva el ano real.
SYR,760,Siria,MDE,2018.0,33.77000046,25620419.0,8652015.614153927,ITU_WB_NET,"UIT, World Telecommunication/ICT Indicators Database, distribuido por Banco Mundial",OK,Ultimo dato oficial disponible; se conserva el ano real.
TJK,762,Tajikistan,RUE,2024.0,55.79339981,10786738.0,6018287.858797197,ITU_WB_NET,"UIT, World Telecommunication/ICT Indicators Database, distribuido por Banco Mundial",OK,Ultimo dato oficial disponible; se conserva el ano real.
THA,764,Thailand,APC,2024.0,90.86718789,71619866.0,65078958.204786226,ITU_WB_NET,"UIT, World Telecommunication/ICT Indicators Database, distribuido por Banco Mundial",OK,Ultimo dato oficial disponible; se conserva el ano real.
TGO,768,Togo,AFR,2024.0,39.48320007,8591630.0,3392250.4621741413,ITU_WB_NET,"UIT, World Telecommunication/ICT Indicators Database, distribuido por Banco Mundial",OK,Ultimo dato oficial disponible; se conserva el ano real.
TKL,772,Tokelau,APC,,,2632.0,,,,AUSENTE_DOCUMENTADO,Sin dato UIT/Banco Mundial; no imputar ni convertir en cero. Entidad SEGUN_FUENTE; tratamiento territorial conservado.
TON,776,Tonga,APC,2024.0,67.4417038,103759.0,69976.837445842,ITU_WB_NET,"UIT, World Telecommunication/ICT Indicators Database, distribuido por Banco Mundial",OK,Ultimo dato oficial disponible; se conserva el ano real.
TTO,780,Trinidad and Tobago,NAC,2024.0,82.15989685,1511164.0,1241570.7836343339,ITU_WB_NET,"UIT, World Telecommunication/ICT Indicators Database, distribuido por Banco Mundial",OK,Ultimo dato oficial disponible; se conserva el ano real.
ARE,784,United Arab Emirates,MDE,2024.0,100.0,11346006.0,11346006.0,ITU_WB_NET,"UIT, World Telecommunication/ICT Indicators Database, distribuido por Banco Mundial",OK,Ultimo dato oficial disponible; se conserva el ano real.
TUN,788,Tunisia,AFR,2024.0,76.5,12348576.0,9446660.64,ITU_WB_NET,"UIT, World Telecommunication/ICT Indicators Database, distribuido por Banco Mundial",OK,Ultimo dato oficial disponible; se conserva el ano real.
TUR,792,Turquía,MDE,2025.0,89.77024003,87685427.0,78715418.28923042,ITU_WB_NET,"UIT, World Telecommunication/ICT Indicators Database, distribuido por Banco Mundial",OK,Ultimo dato oficial disponible; se conserva el ano real.
TKM,795,Turkmenistan,RUE,2016.0,17.99029922,7618852.0,1370654.2719289544,ITU_WB_NET,"UIT, World Telecommunication/ICT Indicators Database, distribuido por Banco Mundial",OK,Ultimo dato oficial disponible; se conserva el ano real.
TCA,796,Turks and Caicos Islands,NAC,1990.0,0.0,46880.0,0.0,ITU_WB_NET,"UIT, World Telecommunication/ICT Indicators Database, distribuido por Banco Mundial",OK,Cero publicado por la fuente; no es una ausencia. Entidad SEGUN_FUENTE; tratamiento territorial conservado.
TUV,798,Tuvalu,APC,2017.0,35.20000076,9516.0,3349.6320723216004,ITU_WB_NET,"UIT, World Telecommunication/ICT Indicators Database, distribuido por Banco Mundial",OK,Ultimo dato oficial disponible; se conserva el ano real.
UGA,800,Uganda,AFR,2024.0,8.949831061,51384893.0,4598861.114375615,ITU_WB_NET,"UIT, World Telecommunication/ICT Indicators Database, distribuido por Banco Mundial",OK,Ultimo dato oficial disponible; se conserva el ano real.
UKR,804,Ukraine,EUR,2024.0,82.47489929,38980380.0,32149029.1478593,ITU_WB_NET,"UIT, World Telecommunication/ICT Indicators Database, distribuido por Banco Mundial",OK,Ultimo dato oficial disponible; se conserva el ano real.
MKD,807,North Macedonia,EUR,2025.0,93.1,1813792.0,1688640.352,ITU_WB_NET,"UIT, World Telecommunication/ICT Indicators Database, distribuido por Banco Mundial",OK,Ultimo dato oficial disponible; se conserva el ano real.
EGY,818,Egypt,AFR,2024.0,74.64839935,118365995.0,88358320.64220104,ITU_WB_NET,"UIT, World Telecommunication/ICT Indicators Database, distribuido por Banco Mundial",OK,Ultimo dato oficial disponible; se conserva el ano real.
GBR,826,Reino Unido,EUR,2024.0,95.4720993,69551334.0,66402118.660954654,ITU_WB_NET,"UIT, World Telecommunication/ICT Indicators Database, distribuido por Banco Mundial",OK,Ultimo dato oficial disponible; se conserva el ano real.
GGY,831,Guernsey,EUR,,,64498.0,,,,AUSENTE_DOCUMENTADO,Sin dato UIT/Banco Mundial; no imputar ni convertir en cero. Entidad SEGUN_FUENTE; tratamiento territorial conservado.
JEY,832,Jersey,EUR,,,104002.0,,,,AUSENTE_DOCUMENTADO,Sin dato UIT/Banco Mundial; no imputar ni convertir en cero. Entidad SEGUN_FUENTE; tratamiento territorial conservado.
IMN,833,Isle of Man,EUR,,,84135.0,,,,AUSENTE_DOCUMENTADO,Sin dato UIT/Banco Mundial; no imputar ni convertir en cero. Entidad SEGUN_FUENTE; tratamiento territorial conservado.
TZA,834,Tanzania,AFR,2024.0,31.16209984,70545863.0,21983572.261049617,ITU_WB_NET,"UIT, World Telecommunication/ICT Indicators Database, distribuido por Banco Mundial",OK,Ultimo dato oficial disponible; se conserva el ano real.
USA,840,Estados Unidos,NAC,2024.0,94.69380188,347275809.0,328848666.5516272,ITU_WB_NET,"UIT, World Telecommunication/ICT Indicators Database, distribuido por Banco Mundial",OK,Ultimo dato oficial disponible; se conserva el ano real.
VIR,850,"Virgin Islands, U.S.",NAC,2017.0,64.3774942980087,84151.0,54174.305226717304,ITU_WB_NET,"UIT, World Telecommunication/ICT Indicators Database, distribuido por Banco Mundial",OK,Ultimo dato oficial disponible; se conserva el ano real. Entidad SEGUN_FUENTE; tratamiento territorial conservado.
BFA,854,Burkina Faso,AFR,2024.0,28.25270081,24074582.0,6801719.623718114,ITU_WB_NET,"UIT, World Telecommunication/ICT Indicators Database, distribuido por Banco Mundial",OK,Ultimo dato oficial disponible; se conserva el ano real.
URY,858,Uruguay,SAM,2024.0,91.99109007,3384686.0,3113609.54684668,ITU_WB_NET,"UIT, World Telecommunication/ICT Indicators Database, distribuido por Banco Mundial",OK,Ultimo dato oficial disponible; se conserva el ano real.
UZB,860,Uzbekistan,RUE,2024.0,89.50550079,37053428.0,33164856.291262083,ITU_WB_NET,"UIT, World Telecommunication/ICT Indicators Database, distribuido por Banco Mundial",OK,Ultimo dato oficial disponible; se conserva el ano real.
VEN,862,Venezuela,SAM,2024.0,76.67890167,28516900.0,21866445.71033223,ITU_WB_NET,"UIT, World Telecommunication/ICT Indicators Database, distribuido por Banco Mundial",OK,Ultimo dato oficial disponible; se conserva el ano real.
WLF,876,Wallis and Futuna,APC,,,11222.0,,,,AUSENTE_DOCUMENTADO,Sin dato UIT/Banco Mundial; no imputar ni convertir en cero. Entidad SEGUN_FUENTE; tratamiento territorial conservado.
